bracket,elapsed_wall_time,model_id,params,partial_fit_calls,partial_fit_time,score,score_time
3,51.32407188415527,bracket=3-15,"{'solver': 'sgd', 'power_t': 0.44914914914914916, 'momentum': 0.24824824824824826, 'learning_rate_init': 0.00011430311291144786, 'learning_rate': 'constant', 'batch_size': 64}",1,3.4122021198272705,0.26708333333333334,0.2391350269317627
3,51.324074029922485,bracket=3-16,"{'solver': 'sgd', 'power_t': 0.20810810810810812, 'momentum': 0.5595595595595596, 'learning_rate_init': 0.0013587299019027091, 'learning_rate': 'constant', 'batch_size': 256}",1,0.9106030464172363,0.5676666666666667,0.26043009757995605
3,51.3240749835968,bracket=3-17,"{'solver': 'sgd', 'power_t': 0.6901901901901902, 'momentum': 0.7317317317317317, 'learning_rate_init': 0.0012856096069432965, 'learning_rate': 'invscaling', 'batch_size': 512}",1,0.7330718040466309,0.47575,0.18669700622558594
3,51.32407593727112,bracket=3-18,"{'solver': 'sgd', 'power_t': 0.12002002002002002, 'momentum': 0.6806806806806807, 'learning_rate_init': 0.00011589483034398106, 'learning_rate': 'constant', 'batch_size': 1024}",1,0.8347170352935791,0.134,0.12244200706481934
3,51.32407808303833,bracket=3-19,"{'solver': 'sgd', 'power_t': 0.3634634634634635, 'momentum': 0.23523523523523523, 'learning_rate_init': 0.003995780301895269, 'learning_rate': 'invscaling', 'batch_size': 1024}",1,0.567288875579834,0.3635833333333333,0.2018880844116211
3,51.32407903671265,bracket=3-20,"{'solver': 'sgd', 'power_t': 0.15285285285285286, 'momentum': 0.0920920920920921, 'learning_rate_init': 0.0010023075482838654, 'learning_rate': 'constant', 'batch_size': 256}",1,1.7525880336761475,0.28608333333333336,0.2615959644317627
3,51.324079751968384,bracket=3-21,"{'solver': 'sgd', 'power_t': 0.42832832832832834, 'momentum': 0.32432432432432434, 'learning_rate_init': 0.00011859710123376694, 'learning_rate': 'constant', 'batch_size': 512}",1,1.115576982498169,0.07583333333333334,0.2762160301208496
3,51.32408094406128,bracket=3-22,"{'solver': 'sgd', 'power_t': 0.5436436436436437, 'momentum': 0.7457457457457457, 'learning_rate_init': 0.005268921421350677, 'learning_rate': 'invscaling', 'batch_size': 512}",1,0.9721388816833496,0.70025,0.15402007102966309
3,51.324081897735596,bracket=3-23,"{'solver': 'sgd', 'power_t': 0.670970970970971, 'momentum': 0.6196196196196196, 'learning_rate_init': 0.005101615314749833, 'learning_rate': 'invscaling', 'batch_size': 64}",1,2.5221011638641357,0.7995833333333333,0.23296904563903809
3,51.32408380508423,bracket=3-24,"{'solver': 'sgd', 'power_t': 0.11121121121121122, 'momentum': 0.30430430430430433, 'learning_rate_init': 0.0006680743915695614, 'learning_rate': 'constant', 'batch_size': 512}",1,0.6838147640228271,0.22333333333333333,0.12084317207336426
3,51.324084997177124,bracket=3-25,"{'solver': 'sgd', 'power_t': 0.49719719719719724, 'momentum': 0.26426426426426425, 'learning_rate_init': 0.00010423606739764012, 'learning_rate': 'invscaling', 'batch_size': 64}",1,2.7771670818328857,0.17075,0.20477581024169922
3,51.32408595085144,bracket=3-26,"{'solver': 'sgd', 'power_t': 0.8727727727727728, 'momentum': 0.3053053053053053, 'learning_rate_init': 0.00034716868189265597, 'learning_rate': 'constant', 'batch_size': 1024}",1,1.0078818798065186,0.1225,0.1417829990386963
0,129.37218475341797,bracket=0-1,"{'solver': 'sgd', 'power_t': 0.8423423423423424, 'momentum': 0.6816816816816816, 'learning_rate_init': 0.007548799281653432, 'learning_rate': 'adaptive', 'batch_size': 256}",30,1.8767108917236328,0.87125,0.16335678100585938
0,129.37221479415894,bracket=0-0,"{'solver': 'sgd', 'power_t': 0.5788788788788789, 'momentum': 0.7157157157157157, 'learning_rate_init': 0.008628512566366887, 'learning_rate': 'adaptive', 'batch_size': 1024}",30,0.7434759140014648,0.8485833333333334,0.49280714988708496
0,129.3722267150879,bracket=0-3,"{'solver': 'sgd', 'power_t': 0.5372372372372373, 'momentum': 0.3933933933933934, 'learning_rate_init': 0.0013339056900390587, 'learning_rate': 'invscaling', 'batch_size': 256}",30,1.6400530338287354,0.49483333333333335,0.2659730911254883
0,129.3722279071808,bracket=0-2,"{'solver': 'sgd', 'power_t': 0.5852852852852853, 'momentum': 0.3233233233233233, 'learning_rate_init': 0.0001091535935331391, 'learning_rate': 'constant', 'batch_size': 256}",30,1.1258509159088135,0.6318333333333334,0.1488513946533203
3,149.10771203041077,bracket=3-23,"{'solver': 'sgd', 'power_t': 0.670970970970971, 'momentum': 0.6196196196196196, 'learning_rate_init': 0.005101615314749833, 'learning_rate': 'invscaling', 'batch_size': 64}",3,2.743070363998413,0.7991666666666667,0.17386293411254883
3,149.10776591300964,bracket=3-3,"{'solver': 'sgd', 'power_t': 0.11761761761761763, 'momentum': 0.6836836836836837, 'learning_rate_init': 0.009418331534647951, 'learning_rate': 'constant', 'batch_size': 128}",3,1.7893669605255127,0.8345,0.22162699699401855
3,149.10776710510254,bracket=3-2,"{'solver': 'sgd', 'power_t': 0.8367367367367368, 'momentum': 0.43743743743743746, 'learning_rate_init': 0.003798215306190736, 'learning_rate': 'adaptive', 'batch_size': 64}",3,2.896843910217285,0.8093333333333333,0.307373046875
3,149.10776805877686,bracket=3-22,"{'solver': 'sgd', 'power_t': 0.5436436436436437, 'momentum': 0.7457457457457457, 'learning_rate_init': 0.005268921421350677, 'learning_rate': 'invscaling', 'batch_size': 512}",3,0.8362407684326172,0.7039166666666666,0.17040205001831055
3,149.10776805877686,bracket=3-7,"{'solver': 'sgd', 'power_t': 0.6021021021021021, 'momentum': 0.7737737737737738, 'learning_rate_init': 0.0011299339380332217, 'learning_rate': 'invscaling', 'batch_size': 128}",3,1.8528289794921875,0.69975,0.2904951572418213
3,149.10776901245117,bracket=3-12,"{'solver': 'sgd', 'power_t': 0.2585585585585586, 'momentum': 0.7437437437437437, 'learning_rate_init': 0.000774263682681127, 'learning_rate': 'constant', 'batch_size': 64}",3,2.490548849105835,0.7763333333333333,0.3592250347137451
3,149.1077699661255,bracket=3-13,"{'solver': 'sgd', 'power_t': 0.48198198198198205, 'momentum': 0.7657657657657657, 'learning_rate_init': 0.00675818116816111, 'learning_rate': 'invscaling', 'batch_size': 1024}",3,0.7298309803009033,0.6893333333333334,0.2650949954986572
3,149.1077709197998,bracket=3-14,"{'solver': 'sgd', 'power_t': 0.8623623623623624, 'momentum': 0.41541541541541543, 'learning_rate_init': 0.0029476062551248585, 'learning_rate': 'constant', 'batch_size': 256}",3,1.7245409488677979,0.7354166666666667,0.3484809398651123
3,149.10777187347412,bracket=3-8,"{'solver': 'sgd', 'power_t': 0.24574574574574576, 'momentum': 0.1781781781781782, 'learning_rate_init': 0.00805203967082547, 'learning_rate': 'invscaling', 'batch_size': 512}",3,0.7647719383239746,0.6420833333333333,0.2682359218597412
2,151.6627070903778,bracket=2-0,"{'solver': 'sgd', 'power_t': 0.23693693693693696, 'momentum': 0.6546546546546547, 'learning_rate_init': 0.009817298406188842, 'learning_rate': 'adaptive', 'batch_size': 32}",3,5.930101156234741,0.8638333333333333,0.22234797477722168
2,151.66271901130676,bracket=2-9,"{'solver': 'sgd', 'power_t': 0.5180180180180181, 'momentum': 0.7537537537537538, 'learning_rate_init': 0.0028540097698292375, 'learning_rate': 'invscaling', 'batch_size': 32}",3,4.350099086761475,0.8250833333333333,0.34356093406677246
2,151.66272020339966,bracket=2-7,"{'solver': 'sgd', 'power_t': 0.28578578578578584, 'momentum': 0.914914914914915, 'learning_rate_init': 0.0011997177354358844, 'learning_rate': 'invscaling', 'batch_size': 32}",3,4.222494840621948,0.8291666666666667,0.3038911819458008
2,151.66272115707397,bracket=2-2,"{'solver': 'sgd', 'power_t': 0.44754754754754755, 'momentum': 0.6086086086086087, 'learning_rate_init': 0.0034957755743632753, 'learning_rate': 'constant', 'batch_size': 128}",3,1.6614348888397217,0.8018333333333333,0.3387899398803711
2,151.6627221107483,bracket=2-10,"{'solver': 'sgd', 'power_t': 0.7366366366366366, 'momentum': 0.5105105105105106, 'learning_rate_init': 0.0006321218475812448, 'learning_rate': 'constant', 'batch_size': 64}",3,3.883754014968872,0.7344166666666667,0.6251459121704102
2,151.66274404525757,bracket=2-6,"{'solver': 'sgd', 'power_t': 0.2009009009009009, 'momentum': 0.03403403403403403, 'learning_rate_init': 0.00013125568357718427, 'learning_rate': 'constant', 'batch_size': 32}",3,4.075566053390503,0.5439166666666667,0.23740267753601074
2,151.66274523735046,bracket=2-5,"{'solver': 'sgd', 'power_t': 0.3514514514514515, 'momentum': 0.7907907907907907, 'learning_rate_init': 0.00019511483468466164, 'learning_rate': 'adaptive', 'batch_size': 256}",3,1.2898707389831543,0.5164166666666666,0.34035468101501465
2,151.66274619102478,bracket=2-11,"{'solver': 'sgd', 'power_t': 0.46116116116116124, 'momentum': 0.43243243243243246, 'learning_rate_init': 0.0004684580115873045, 'learning_rate': 'adaptive', 'batch_size': 512}",3,0.945713996887207,0.37833333333333335,0.3257761001586914
2,151.6627471446991,bracket=2-8,"{'solver': 'sgd', 'power_t': 0.6029029029029029, 'momentum': 0.7717717717717718, 'learning_rate_init': 0.00017548671496481503, 'learning_rate': 'adaptive', 'batch_size': 512}",3,0.9971828460693359,0.34258333333333335,0.2108149528503418
2,151.662748336792,bracket=2-1,"{'solver': 'sgd', 'power_t': 0.5660660660660661, 'momentum': 0.2272272272272272, 'learning_rate_init': 0.00015566543592710622, 'learning_rate': 'adaptive', 'batch_size': 512}",3,1.0186150074005127,0.16708333333333333,0.4584047794342041
2,151.6627492904663,bracket=2-4,"{'solver': 'sgd', 'power_t': 0.8383383383383384, 'momentum': 0.04704704704704705, 'learning_rate_init': 0.000128264983052806, 'learning_rate': 'constant', 'batch_size': 1024}",3,0.7000861167907715,0.12666666666666668,0.19947099685668945
2,151.66276097297668,bracket=2-3,"{'solver': 'sgd', 'power_t': 0.25055055055055053, 'momentum': 0.26626626626626626, 'learning_rate_init': 0.00013247139878661175, 'learning_rate': 'constant', 'batch_size': 1024}",3,0.786395788192749,0.07808333333333334,0.35027003288269043
1,168.6685860157013,bracket=1-3,"{'solver': 'sgd', 'power_t': 0.10720720720720721, 'momentum': 0.03403403403403403, 'learning_rate_init': 0.0017427746784089192, 'learning_rate': 'invscaling', 'batch_size': 64}",10,2.9053280353546143,0.7708333333333334,0.5432147979736328
1,168.66863012313843,bracket=1-2,"{'solver': 'sgd', 'power_t': 0.13123123123123123, 'momentum': 0.04704704704704705, 'learning_rate_init': 0.0006468607661546328, 'learning_rate': 'invscaling', 'batch_size': 32}",10,6.349864959716797,0.7578333333333334,0.26068615913391113
1,168.66863107681274,bracket=1-5,"{'solver': 'sgd', 'power_t': 0.6805805805805806, 'momentum': 0.0890890890890891, 'learning_rate_init': 0.0004079534503452449, 'learning_rate': 'adaptive', 'batch_size': 128}",10,2.216839075088501,0.7089166666666666,0.581916093826294
1,168.6686327457428,bracket=1-4,"{'solver': 'sgd', 'power_t': 0.3522522522522523, 'momentum': 0.3893893893893894, 'learning_rate_init': 0.0007159041085964889, 'learning_rate': 'constant', 'batch_size': 256}",10,0.9715390205383301,0.7253333333333334,0.2213292121887207
1,168.6686339378357,bracket=1-1,"{'solver': 'sgd', 'power_t': 0.6421421421421422, 'momentum': 0.6296296296296297, 'learning_rate_init': 0.00010520152176161591, 'learning_rate': 'adaptive', 'batch_size': 256}",10,0.9216318130493164,0.5203333333333333,0.22723603248596191
1,168.6686499118805,bracket=1-0,"{'solver': 'sgd', 'power_t': 0.8367367367367368, 'momentum': 0.1061061061061061, 'learning_rate_init': 0.0005898896425508494, 'learning_rate': 'constant', 'batch_size': 512}",10,0.6144998073577881,0.61325,0.6009740829467773
3,187.8256471157074,bracket=3-3,"{'solver': 'sgd', 'power_t': 0.11761761761761763, 'momentum': 0.6836836836836837, 'learning_rate_init': 0.009418331534647951, 'learning_rate': 'constant', 'batch_size': 128}",9,1.310595989227295,0.8579166666666667,0.29575395584106445
3,187.82565093040466,bracket=3-2,"{'solver': 'sgd', 'power_t': 0.8367367367367368, 'momentum': 0.43743743743743746, 'learning_rate_init': 0.003798215306190736, 'learning_rate': 'adaptive', 'batch_size': 64}",9,2.227440118789673,0.842,0.1389451026916504
3,187.82565188407898,bracket=3-23,"{'solver': 'sgd', 'power_t': 0.670970970970971, 'momentum': 0.6196196196196196, 'learning_rate_init': 0.005101615314749833, 'learning_rate': 'invscaling', 'batch_size': 64}",9,2.0102920532226562,0.7988333333333333,0.14509916305541992
2,201.7851173877716,bracket=2-0,"{'solver': 'sgd', 'power_t': 0.23693693693693696, 'momentum': 0.6546546546546547, 'learning_rate_init': 0.009817298406188842, 'learning_rate': 'adaptive', 'batch_size': 32}",9,3.560271739959717,0.87675,0.33164501190185547
2,201.78511905670166,bracket=2-7,"{'solver': 'sgd', 'power_t': 0.28578578578578584, 'momentum': 0.914914914914915, 'learning_rate_init': 0.0011997177354358844, 'learning_rate': 'invscaling', 'batch_size': 32}",9,3.8039488792419434,0.8345833333333333,0.37419605255126953
2,201.78512120246887,bracket=2-9,"{'solver': 'sgd', 'power_t': 0.5180180180180181, 'momentum': 0.7537537537537538, 'learning_rate_init': 0.0028540097698292375, 'learning_rate': 'invscaling', 'batch_size': 32}",9,4.674874782562256,0.8263333333333334,0.3126800060272217
2,201.7851221561432,bracket=2-2,"{'solver': 'sgd', 'power_t': 0.44754754754754755, 'momentum': 0.6086086086086087, 'learning_rate_init': 0.0034957755743632753, 'learning_rate': 'constant', 'batch_size': 128}",9,1.3171069622039795,0.842,0.3525240421295166
3,220.17784094810486,bracket=3-3,"{'solver': 'sgd', 'power_t': 0.11761761761761763, 'momentum': 0.6836836836836837, 'learning_rate_init': 0.009418331534647951, 'learning_rate': 'constant', 'batch_size': 128}",27,1.3200769424438477,0.8783333333333333,0.1836400032043457
1,242.24984979629517,bracket=1-3,"{'solver': 'sgd', 'power_t': 0.10720720720720721, 'momentum': 0.03403403403403403, 'learning_rate_init': 0.0017427746784089192, 'learning_rate': 'invscaling', 'batch_size': 64}",30,1.7566299438476562,0.8104166666666667,0.24414777755737305
1,242.2498528957367,bracket=1-2,"{'solver': 'sgd', 'power_t': 0.13123123123123123, 'momentum': 0.04704704704704705, 'learning_rate_init': 0.0006468607661546328, 'learning_rate': 'invscaling', 'batch_size': 32}",30,2.4237289428710938,0.7965,0.4993720054626465
2,247.9655921459198,bracket=2-0,"{'solver': 'sgd', 'power_t': 0.23693693693693696, 'momentum': 0.6546546546546547, 'learning_rate_init': 0.009817298406188842, 'learning_rate': 'adaptive', 'batch_size': 32}",27,1.1383302211761475,0.8863333333333333,0.14352893829345703
