activation,alg,alpha,batch_size,hidden_layer_sizes,learning_rate,learning_rate_init,momentum,n_iter_no_change,nesterovs_momentum,power_t,random_state,score,solver
relu,hyperband,0.0009077326525210223,32,"(12, 12)",constant,0.0039591102664684585,0.8028028028028028,inf,True,0.20810810810810812,3533,0.9040307101727447,sgd
relu,hyperband,0.0007796360130405229,256,"(12, 12)",constant,0.00505479682119124,0.9519519519519519,inf,True,0.24814814814814817,7565,0.9199856046065259,sgd
relu,hyperband,0.0007028244264308346,32,"(12, 12)",constant,0.0029071233772725753,0.8588588588588588,inf,True,0.5076076076076076,507,0.9078694817658349,sgd
relu,hyperband,0.00032397426295281955,256,"(12, 12)",constant,0.005994842503189409,0.8418418418418419,inf,True,0.1976976976976977,9680,0.906190019193858,sgd
relu,hyperband,8.296958520834915e-06,128,"(12, 6, 3, 3)",constant,0.0075836779149971905,0.9769769769769769,inf,True,0.7078078078078078,5233,0.8980326295585412,sgd
relu,hyperband,0.00010495932305582277,64,"(12, 12)",constant,0.009288978720164497,0.5125125125125125,inf,True,0.17927927927927928,5949,0.911468330134357,sgd
relu,hyperband,0.000790492762269642,64,"(12, 12)",constant,0.009954008287621519,0.6806806806806807,inf,True,0.8871871871871873,6308,0.9091890595009597,sgd
relu,hyperband,0.000161141427725302,64,"(6, 6, 6, 6)",constant,0.0022046687352394075,0.963963963963964,inf,True,0.5732732732732733,9899,0.9083493282149712,sgd
relu,hyperband,3.1513634848664763e-06,32,"(12, 12)",constant,0.0053669769455404765,0.9329329329329329,inf,True,0.5460460460460461,9970,0.8956333973128598,sgd
relu,hyperband,3.6438589837635405e-05,32,"(12, 12)",constant,0.0035772850993678732,0.9029029029029029,inf,True,0.8495495495495495,2101,0.9089491362763915,sgd
relu,hyperband,3.618749812411277e-06,256,"(12, 12)",constant,0.009817298406188842,0.8798798798798799,inf,True,0.6805805805805806,5401,0.9141074856046065,sgd
relu,hyperband,2.508415059277541e-05,128,"(6, 6, 6, 6)",constant,0.008431909292866252,0.9409409409409409,inf,True,0.48198198198198205,3610,0.9031909788867563,sgd
relu,hyperband,1.1805165285688055e-06,256,"(12, 12)",constant,0.003940901640403447,0.970970970970971,inf,True,0.49879879879879885,6481,0.9165067178502879,sgd
relu,hyperband,0.00019556507158659492,32,"(12, 12)",constant,0.001783410220710008,0.8578578578578578,inf,True,0.15845845845845846,7841,0.9144673704414588,sgd
relu,hyperband,0.0006205728806776501,32,"(12, 12)",constant,0.003995780301895269,0.7817817817817818,inf,True,0.4531531531531532,6267,0.9082293666026872,sgd
relu,hyperband,0.0006931717276155408,512,"(12, 12)",constant,0.008164167604921472,0.983983983983984,inf,True,0.5460460460460461,5018,0.9141074856046065,sgd
relu,hyperband,5.633142670601352e-05,64,"(12, 12)",constant,0.006022541201461928,0.9169169169169169,inf,True,0.4531531531531532,624,0.9120681381957774,sgd
relu,hyperband,1.1562801312073753e-05,32,"(12, 12)",constant,0.005724766239702178,0.40540540540540543,inf,True,0.8727727727727728,5427,0.9120681381957774,sgd
relu,hyperband,0.0005751217071841613,32,"(6, 6, 6, 6)",constant,0.009203731996618222,0.7337337337337337,inf,True,0.711011011011011,329,0.9077495201535508,sgd
relu,hyperband,4.973895958790067e-06,128,"(12, 12)",constant,0.0034004119327037063,0.9569569569569569,inf,True,0.5268268268268268,5879,0.9071497120921305,sgd
relu,hyperband,1.4526539259467812e-06,32,"(12, 12)",constant,0.00320262069365765,0.965965965965966,inf,True,0.13443443443443442,7877,0.8982725527831094,sgd
relu,hyperband,8.588828559546259e-05,32,"(12, 12)",constant,0.007242022334607316,0.8618618618618619,inf,True,0.7910910910910911,4667,0.9097888675623801,sgd
relu,hyperband,6.036438506075864e-06,64,"(6, 6, 6, 6)",constant,0.006604193962330305,0.35735735735735735,inf,True,0.30420420420420424,138,0.9082293666026872,sgd
relu,hyperband,2.763385290053173e-06,64,"(12, 12)",constant,0.001069126339173476,0.9569569569569569,inf,True,0.7950950950950951,1472,0.9151871401151631,sgd
relu,hyperband,3.1952475057592136e-05,32,"(12, 12)",constant,0.000356904934567523,0.991991991991992,inf,True,0.7414414414414414,9971,0.8965930902111324,sgd
relu,hyperband,0.0009331897715733239,64,"(12, 12)",constant,0.00596727119597331,0.9409409409409409,inf,True,0.11201201201201202,2980,0.9030710172744721,sgd
relu,hyperband,0.0004514967772036102,32,"(12, 12)",constant,0.0012621213145225473,0.9829829829829829,inf,True,0.16566566566566568,7922,0.9156669865642995,sgd
relu,hyperband,8.183006815867389e-06,32,"(12, 12)",constant,0.008470868266557402,0.6006006006006006,inf,True,0.8415415415415416,4081,0.9179462571976967,sgd
relu,hyperband,0.00010715933998226712,32,"(12, 12)",constant,0.002105345242766704,0.9289289289289289,inf,True,0.24494494494494495,2632,0.9142274472168906,sgd
relu,hyperband,3.0232946844057763e-06,128,"(24,)",constant,0.0007192118872221193,0.995995995995996,inf,True,0.32662662662662667,6151,0.9136276391554703,sgd
relu,hyperband,0.000790492762269642,32,"(12, 12)",constant,0.0005844761131633638,0.992992992992993,inf,True,0.3362362362362362,9890,0.9088291746641075,sgd
relu,hyperband,3.4716868189265594e-05,128,"(12, 12)",constant,0.007653919388230148,0.7667667667667668,inf,True,0.1864864864864865,9630,0.9088291746641075,sgd
relu,hyperband,7.32596542821523e-06,32,"(12, 12)",constant,0.006453715401646702,0.6066066066066066,inf,True,0.8687687687687687,9096,0.9071497120921305,sgd
relu,hyperband,2.9205555121827452e-05,32,"(24,)",constant,0.0009056428379445294,0.975975975975976,inf,True,0.4531531531531532,8954,0.9049904030710173,sgd
relu,hyperband,2.7443433032283627e-05,512,"(12, 12)",constant,0.009077326525210224,0.9369369369369369,inf,True,0.2025025025025025,3492,0.9173464491362764,sgd
relu,hyperband,1.3186214013947485e-06,64,"(24,)",constant,0.01,0.7737737737737738,inf,True,0.15605605605605605,1909,0.8950335892514395,sgd
relu,hyperband,0.0005912508413831875,64,"(6, 6, 6, 6)",constant,0.0036946012051993025,0.9129129129129129,inf,True,0.6237237237237238,2807,0.9065499040307101,sgd
relu,hyperband,1.2915496650148827e-06,64,"(12, 12)",constant,0.00697981390783066,0.7987987987987988,inf,True,0.682982982982983,889,0.909668905950096,sgd
relu,hyperband,2.9612254379880313e-05,32,"(12, 12)",constant,0.00858882855954625,0.7837837837837838,inf,True,0.6701701701701702,9893,0.9048704414587332,sgd
relu,hyperband,1.9421746814890246e-05,32,"(12, 12)",constant,0.008870496889654403,0.4794794794794795,inf,True,0.37947947947947946,590,0.9113483685220729,sgd
relu,hyperband,0.00012738113231864785,32,"(24,)",constant,0.007242022334607316,0.9129129129129129,inf,True,0.33463463463463466,797,0.9055902111324377,sgd
relu,hyperband,4.1268208457029516e-05,128,"(12, 12)",constant,0.0020197857568198785,0.9629629629629629,inf,True,0.288988988988989,1687,0.9053502879078695,sgd
relu,hyperband,3.904735236885564e-06,32,"(12, 12)",constant,0.0007028244264308353,0.9129129129129129,inf,True,0.5708708708708709,5824,0.9029510556621881,sgd
relu,hyperband,0.00032174181506763714,256,"(12, 12)",constant,0.0053177231778509665,0.975975975975976,inf,True,0.46836836836836837,2465,0.9099088291746641,sgd
relu,hyperband,1.4627333562011299e-05,64,"(12, 12)",constant,0.0045462954695324,0.9069069069069069,inf,True,0.17047047047047048,3086,0.914947216890595,sgd
relu,hyperband,2.6880010215376073e-06,128,"(12, 6, 3, 3)",constant,0.002010496416260497,0.9629629629629629,inf,True,0.7014014014014014,8698,0.9072696737044146,sgd
relu,hyperband,4.422273980505897e-05,64,"(4, 4, 4, 4, 4, 4)",constant,0.005698437059469136,0.9469469469469469,inf,True,0.8287287287287287,1103,0.8887955854126679,sgd
relu,hyperband,2.508415059277541e-05,64,"(12, 12)",constant,0.001567455410205595,0.9139139139139139,inf,True,0.7734734734734735,5607,0.9107485604606526,sgd
relu,hyperband,4.271993966306776e-05,64,"(24,)",constant,0.0063066655405674054,0.8888888888888888,inf,True,0.8767767767767768,7991,0.8982725527831094,sgd
relu,hyperband,0.00013095350204826676,64,"(24,)",constant,0.0022250887981283695,0.9629629629629629,inf,True,0.10480480480480481,639,0.907989443378119,sgd
relu,hyperband,2.7066520700332412e-06,128,"(12, 12)",constant,0.0074451229107951435,0.8728728728728729,inf,True,0.46836836836836837,2933,0.9069097888675623,sgd
relu,hyperband,0.00017508270317357253,64,"(12, 12)",constant,0.0061064075422320365,0.8278278278278278,inf,True,0.5044044044044045,3386,0.908109404990403,sgd
relu,hyperband,2.27697025538168e-06,128,"(12, 12)",constant,0.006483534286054727,0.955955955955956,inf,True,0.276976976976977,9260,0.9090690978886756,sgd
relu,hyperband,1.148312414543511e-05,64,"(6, 6, 6, 6)",constant,0.0048270709656031835,0.8228228228228228,inf,True,0.1960960960960961,9418,0.9135076775431862,sgd
relu,hyperband,4.04209583979631e-06,32,"(12, 12)",constant,0.0039591102664684585,0.8038038038038038,inf,True,0.3858858858858859,1034,0.911588291746641,sgd
relu,hyperband,3.6946012051993025e-05,64,"(12, 12)",constant,0.0006064329395408061,0.914914914914915,inf,True,0.53003003003003,3650,0.914827255278311,sgd
relu,hyperband,1.567455410205595e-06,32,"(12, 12)",constant,0.008393129498166365,0.5445445445445445,inf,True,0.7422422422422422,1133,0.9067898272552783,sgd
relu,hyperband,4.391800892596086e-06,32,"(12, 12)",constant,0.009908228099003798,0.029029029029029027,inf,True,0.4403403403403403,8445,0.9101487523992322,sgd
relu,hyperband,0.0004905583706365045,32,"(6, 6, 6, 6)",constant,0.008668379930019773,0.5405405405405406,inf,True,0.723023023023023,8047,0.8987523992322457,sgd
relu,hyperband,5.555776222398878e-06,32,"(12, 12)",constant,0.009637934799615786,0.4074074074074074,inf,True,0.3282282282282283,134,0.9049904030710173,sgd
relu,hyperband,1.042360673976401e-06,32,"(6, 6, 6, 6)",constant,0.00916140245713852,0.6056056056056056,inf,True,0.2673673673673674,5976,0.9099088291746641,sgd
relu,hyperband,3.2622220097116734e-05,32,"(12, 12)",constant,0.003711671819475767,0.9009009009009009,inf,True,0.46276276276276274,6259,0.9075095969289827,sgd
relu,hyperband,1.915500555573528e-06,32,"(24,)",constant,0.008316104153230962,0.7147147147147147,inf,True,0.3146146146146146,4044,0.8939539347408829,sgd
relu,hyperband,0.00013462605792989097,32,"(12, 12)",constant,0.007618717702322999,0.8548548548548548,inf,True,0.6573573573573573,7910,0.9082293666026872,sgd
relu,hyperband,1.140399601970033e-06,256,"(6, 6, 6, 6)",constant,0.0021346630333242455,0.9519519519519519,inf,True,0.32582582582582587,83,0.9117082533589251,sgd
relu,hyperband,2.5433457613046483e-06,32,"(6, 6, 6, 6)",constant,0.0012052609368708425,0.9359359359359359,inf,True,0.6813813813813814,6973,0.9161468330134357,sgd
relu,hyperband,6.696160054853215e-05,32,"(12, 12)",constant,0.0063066655405674054,0.45845845845845845,inf,True,0.875975975975976,2107,0.9133877159309021,sgd
relu,hyperband,2.9612254379880376e-06,64,"(12, 12)",constant,0.004760775230226368,0.8988988988988988,inf,True,0.7238238238238238,9409,0.9189059500959693,sgd
relu,hyperband,1.762975375287204e-05,32,"(12, 12)",constant,0.009246257116405733,0.7477477477477478,inf,True,0.6701701701701702,5623,0.904510556621881,sgd
relu,hyperband,3.5444556739704355e-05,32,"(12, 6, 3, 3)",invscaling,0.00047498148032285,0.9879879879879879,inf,True,0.11041041041041041,9967,0.9141074856046065,sgd
relu,hyperband,8.9526571259964e-06,256,"(24,)",constant,0.004630902801799737,0.980980980980981,inf,True,0.30180180180180183,9307,0.9070297504798465,sgd
relu,hyperband,9.014776314524917e-06,128,"(6, 6, 6, 6)",constant,0.00937501501514529,0.9669669669669669,inf,True,0.14404404404404406,7618,0.8980326295585412,sgd
relu,hyperband,0.0002900430493863992,32,"(12, 12)",constant,0.00903557834613892,0.6436436436436437,inf,True,0.5260260260260261,7979,0.9123080614203455,sgd
relu,hyperband,0.0002199593068030075,32,"(12, 12)",constant,0.007242022334607316,0.933933933933934,inf,True,0.6821821821821822,7499,0.9067898272552783,sgd
relu,hyperband,0.0006558685659571429,64,"(12, 12)",constant,0.008668379930019773,0.8928928928928929,inf,True,0.13283283283283284,329,0.9078694817658349,sgd
relu,hyperband,2.669478494034318e-05,32,"(12, 12)",constant,0.005391774640387505,0.7187187187187187,inf,True,0.2833833833833834,7779,0.9137476007677543,sgd
relu,hyperband,3.2174181506763714e-05,128,"(6, 6, 6, 6)",constant,0.0068839520696454964,0.7757757757757757,inf,True,0.4531531531531532,3670,0.9066698656429942,sgd
relu,hyperband,3.851107002325569e-06,32,"(12, 12)",invscaling,0.003292437333007769,0.9519519519519519,inf,True,0.13763763763763764,2129,0.9135076775431862,sgd
relu,hyperband,1.714881969870541e-05,32,"(6, 6, 6, 6)",constant,0.0005711586478126435,0.9139139139139139,inf,True,0.7822822822822822,6036,0.9113483685220729,sgd
relu,hyperband,5.7512170718416135e-06,128,"(12, 12)",constant,0.007832382599179196,0.9269269269269269,inf,True,0.34424424424424427,53,0.9119481765834933,sgd
relu,hyperband,1.1969557023590428e-06,128,"(12, 12)",constant,0.007044462277299037,0.8318318318318318,inf,True,0.895995995995996,7829,0.9137476007677543,sgd
relu,hyperband,2.725432531281028e-06,256,"(12, 12)",constant,0.008164167604921472,0.9579579579579579,inf,True,0.3274274274274275,3777,0.9120681381957774,sgd
relu,hyperband,1.5783314056521164e-05,64,"(12, 12)",constant,0.0051726573872160194,0.8238238238238238,inf,True,0.5452452452452453,6549,0.9123080614203455,sgd
relu,hyperband,4.213321743847289e-06,256,"(24,)",constant,0.0053669769455404765,0.992992992992993,inf,True,0.337037037037037,9872,0.9054702495201535,sgd
relu,hyperband,4.070142453219439e-06,64,"(12, 12)",constant,0.0036104185971733375,0.7847847847847848,inf,True,0.46836836836836837,1661,0.9139875239923224,sgd
relu,hyperband,2.2612800663372794e-05,512,"(12, 12)",constant,0.004126820845702952,0.9189189189189189,inf,True,0.7814814814814814,9793,0.91302783109405,sgd
relu,hyperband,0.0001355601785329369,32,"(12, 12)",constant,0.005492116483887789,0.7037037037037037,inf,True,0.15765765765765766,9646,0.9168666026871402,sgd
relu,hyperband,0.00011969557023590428,128,"(12, 12)",constant,0.008870496889654403,0.8118118118118118,inf,True,0.5540540540540541,3646,0.9138675623800384,sgd
relu,hyperband,0.0005329994080844088,32,"(12, 12)",constant,0.0024853948574297983,0.958958958958959,inf,True,0.39709709709709706,3242,0.9025911708253359,sgd
relu,hyperband,8.708431497690725e-06,64,"(24,)",constant,0.0020668802496290823,0.9139139139139139,inf,True,0.17127127127127129,7992,0.900911708253359,sgd
relu,hyperband,0.00010423606739764012,128,"(12, 12)",constant,0.005646141419303673,0.8238238238238238,inf,True,0.11841841841841842,8312,0.9125479846449136,sgd
relu,hyperband,5.994842503189409e-05,32,"(12, 12)",invscaling,0.007618717702322999,0.9029029029029029,inf,True,0.15125125125125127,3172,0.9125479846449136,sgd
relu,hyperband,1.46273335620113e-06,32,"(12, 12)",constant,0.0027506760079080675,0.6786786786786787,inf,True,0.47957957957957964,7169,0.9150671785028791,sgd
relu,hyperband,1.3650078065460137e-05,64,"(12, 12)",constant,0.008748668120479914,0.6986986986986987,inf,True,0.37627627627627624,2977,0.9046305182341651,sgd
relu,hyperband,7.90492762269642e-06,128,"(12, 12)",constant,0.0034796979038876916,0.990990990990991,inf,True,0.8231231231231231,2068,0.8983925143953935,sgd
relu,hyperband,2.9004304938639917e-05,64,"(12, 12)",constant,0.007832382599179196,0.9129129129129129,inf,True,0.4555555555555556,1120,0.9035508637236085,sgd
relu,hyperband,1.4426439512181588e-05,128,"(12, 12)",constant,0.005125186927053333,0.9629629629629629,inf,True,0.8831831831831832,7988,0.9106285988483686,sgd
relu,hyperband,0.00012052609368708426,64,"(12, 12)",invscaling,0.003746050032748993,0.985985985985986,inf,True,0.17527527527527528,6800,0.9118282149712092,sgd
relu,hyperband,1.8761746914391196e-06,256,"(12, 12)",constant,0.0045884041264547615,0.9769769769769769,inf,True,0.5284284284284284,4051,0.9093090211132437,sgd
relu,hyperband,5.831305113526219e-06,32,"(12, 12)",constant,0.006696160054853215,0.46646646646646645,inf,True,0.5676676676676677,6266,0.9113483685220729,sgd
relu,hyperband,3.3076497807442426e-06,128,"(12, 12)",invscaling,0.00390473523688556,0.985985985985986,inf,True,0.10800800800800801,1092,0.9105086372360844,sgd
relu,hyperband,1.4933932161242534e-05,128,"(12, 12)",constant,0.004145888496832911,0.943943943943944,inf,True,0.13203203203203204,7514,0.9097888675623801,sgd
relu,hyperband,0.00015352750287804228,32,"(12, 12)",constant,0.004242556430717777,0.3963963963963964,inf,True,0.3882882882882883,3256,0.9169865642994242,sgd
relu,hyperband,5.711586478126435e-06,64,"(12, 12)",constant,0.00017467962151272457,0.992992992992993,inf,True,0.12642642642642643,7198,0.91302783109405,sgd
relu,hyperband,9.862658461312831e-05,32,"(24,)",constant,0.009418331534647951,0.7257257257257257,inf,True,0.8847847847847848,3782,0.8961132437619962,sgd
relu,hyperband,1.775208011717636e-05,32,"(6, 6, 6, 6)",constant,0.005293266058360562,0.3163163163163163,inf,True,0.8887887887887888,7128,0.9051103646833013,sgd
relu,hyperband,2.124845352498883e-06,64,"(12, 12)",constant,0.007653919388230148,0.5995995995995996,inf,True,0.23693693693693696,2003,0.9059500959692899,sgd
relu,hyperband,3.12964801067075e-05,128,"(12, 12)",constant,0.004126820845702952,0.9669669669669669,inf,True,0.34024024024024024,9224,0.9132677543186181,sgd
relu,hyperband,1.3936192742241435e-06,32,"(12, 12)",constant,0.0023086779941871674,0.8528528528528528,inf,True,0.32342342342342345,9450,0.911588291746641,sgd
relu,hyperband,0.00011805165285688056,32,"(12, 12)",constant,0.008994022174092044,0.47347347347347346,inf,True,0.41471471471471477,8324,0.9066698656429942,sgd
relu,hyperband,1.5459277364194785e-05,64,"(6, 6, 6, 6)",constant,0.002362508465477945,0.8058058058058059,inf,True,0.6045045045045045,383,0.9076295585412668,sgd
relu,hyperband,2.7066520700332412e-06,32,"(12, 12)",constant,0.0053669769455404765,0.8128128128128128,inf,True,0.8991991991991992,1445,0.9121880998080614,sgd
relu,hyperband,0.000823978568452852,32,"(12, 12)",constant,0.0022250887981283695,0.9829829829829829,inf,True,0.46196196196196193,1306,0.9142274472168906,sgd
relu,hyperband,0.00010351779556301762,64,"(12, 12)",constant,0.003044272212064303,0.974974974974975,inf,True,0.26496496496496497,5120,0.8931142034548945,sgd
relu,hyperband,1.1325413151528126e-06,64,"(12, 12)",constant,0.00916140245713852,0.05105105105105105,inf,True,0.843943943943944,7702,0.9053502879078695,sgd
relu,hyperband,4.391800892596086e-05,256,"(12, 12)",constant,0.0033076497807442424,0.98998998998999,inf,True,0.6717717717717718,7435,0.9101487523992322,sgd
relu,hyperband,9.39664831495469e-06,32,"(6, 6, 6, 6)",constant,0.004281851798652416,0.8278278278278278,inf,True,0.33463463463463466,9773,0.9053502879078695,sgd
relu,hyperband,0.000259665597293487,32,"(12, 12)",constant,0.0089526571259964,0.7257257257257257,inf,True,0.8367367367367368,5529,0.9142274472168906,sgd
relu,hyperband,1.2915496650148827e-06,64,"(12, 12)",constant,0.0074451229107951435,0.8528528528528528,inf,True,0.32102102102102104,5776,0.9101487523992322,sgd
relu,hyperband,5.6722289716445496e-06,128,"(12, 12)",constant,0.00276338529005317,0.975975975975976,inf,True,0.2897897897897898,1519,0.9112284069097889,sgd
relu,hyperband,1.2650337203959037e-06,32,"(12, 12)",invscaling,0.006022541201461928,0.914914914914915,inf,True,0.10880880880880882,2739,0.9091890595009597,sgd
relu,hyperband,0.0004452958509942655,32,"(12, 12)",constant,0.005244688749495119,0.6446446446446447,inf,True,0.719019019019019,2900,0.9094289827255279,sgd
relu,hyperband,0.00044222739805058973,128,"(12, 12)",constant,0.009549485639791966,0.98998998998999,inf,True,0.6781781781781782,9246,0.9018714011516314,sgd
relu,hyperband,0.0003720236681413066,32,"(6, 6, 6, 6)",constant,0.0089526571259964,0.8028028028028028,inf,True,0.6173173173173173,9635,0.8927543186180422,sgd
relu,hyperband,1.3369837418249452e-06,128,"(12, 12)",constant,0.008668379930019773,0.7967967967967968,inf,True,0.8007007007007008,6374,0.9125479846449136,sgd
relu,hyperband,2.1102034285685967e-05,128,"(24,)",constant,0.0032174181506763717,0.9569569569569569,inf,True,0.47957957957957964,4735,0.8971928982725528,sgd
relu,hyperband,1.2390621569479157e-05,64,"(12, 12)",constant,0.009862658461312821,0.8188188188188188,inf,True,0.5956956956956957,3950,0.9053502879078695,sgd
relu,hyperband,0.0005791122647641759,32,"(12, 12)",constant,0.0008490415204088747,0.9619619619619619,inf,True,0.622922922922923,4227,0.9123080614203455,sgd
relu,hyperband,4.361537789208005e-06,32,"(12, 12)",constant,0.002520004993764092,0.8798798798798799,inf,True,0.5460460460460461,9193,0.9094289827255279,sgd
relu,hyperband,0.0005994842503189409,128,"(12, 12)",constant,0.0075836779149971905,0.3973973973973974,inf,True,0.6133133133133133,6714,0.9057101727447217,sgd
relu,hyperband,0.00021395888713434216,64,"(12, 12)",constant,0.005148867450137497,0.9239239239239239,inf,True,0.3194194194194194,1756,0.902831094049904,sgd
relu,hyperband,1.5459277364194786e-06,32,"(24,)",constant,0.007012063589007177,0.7097097097097097,inf,True,0.5900900900900902,4800,0.8919145873320538,sgd
relu,hyperband,0.0005008407989848212,32,"(12, 12)",constant,0.009908228099003798,0.7227227227227228,inf,True,0.8647647647647648,9509,0.9084692898272553,sgd
relu,hyperband,1.915500555573528e-06,64,"(6, 6, 6, 6)",constant,0.005646141419303673,0.933933933933934,inf,True,0.7726726726726727,1573,0.8883157389635317,sgd
relu,hyperband,2.6880010215376073e-06,32,"(6, 6, 6, 6)",constant,0.008870496889654403,0.3993993993993994,inf,True,0.40830830830830833,3278,0.9090690978886756,sgd
relu,hyperband,5.404216420705915e-06,128,"(12, 12)",constant,0.006220048825634711,0.95995995995996,inf,True,0.5204204204204205,4462,0.9085892514395394,sgd
relu,hyperband,2.3408272761782944e-05,32,"(12, 12)",constant,0.009077326525210224,0.934934934934935,inf,True,0.4347347347347348,7809,0.9124280230326296,sgd
relu,hyperband,2.840883690183301e-05,32,"(12, 12)",constant,0.0011195643194838783,0.9579579579579579,inf,True,0.32582582582582587,4917,0.9112284069097889,sgd
relu,hyperband,2.9612254379880313e-05,128,"(12, 12)",constant,0.002086024089248505,0.9819819819819819,inf,True,0.6293293293293293,1458,0.9103886756238004,sgd
relu,hyperband,2.491130026067791e-06,64,"(12, 12)",constant,0.006604193962330305,0.9109109109109109,inf,True,0.8791791791791792,5637,0.9151871401151631,sgd
relu,hyperband,6.4240336593941905e-06,64,"(12, 12)",constant,0.007978144572076629,0.8358358358358359,inf,True,0.30740740740740746,3953,0.909668905950096,sgd
relu,hyperband,1.567455410205595e-05,128,"(6, 6, 6, 6)",constant,0.008470868266557402,0.98998998998999,inf,True,0.5228228228228229,9601,0.9036708253358925,sgd
relu,hyperband,6.836516004510239e-06,32,"(6, 6, 6, 6)",constant,0.004242556430717777,0.9269269269269269,inf,True,0.7126126126126127,8041,0.9064299424184261,sgd
relu,hyperband,5.7512170718416135e-06,512,"(12, 6, 3, 3)",constant,0.009505565920101192,0.9629629629629629,inf,True,0.24494494494494495,4642,0.8989923224568138,sgd
relu,hyperband,6.379766808606283e-06,128,"(24,)",constant,0.005517492376129128,0.9819819819819819,inf,True,0.5596596596596597,2514,0.9005518234165067,sgd
relu,hyperband,2.669478494034318e-05,32,"(12, 12)",constant,0.007689283720758305,0.8288288288288288,inf,True,0.8327327327327327,483,0.9120681381957774,sgd
relu,hyperband,0.00014831025143361044,32,"(12, 12)",constant,0.004184288507901585,0.8948948948948949,inf,True,0.7526526526526527,5997,0.9121880998080614,sgd
