activation,alg,alpha,batch_size,best_score_,hidden_layer_sizes,learning_rate,learning_rate_init,momentum,n_iter_no_change,nesterovs_momentum,power_t,random_state,solver
relu,hyperband,1.1562801312073753e-06,32,0.9112284069097889,"(12, 12)",constant,0.0027380251779278576,0.8398398398398398,inf,True,0.7574574574574575,42,sgd
relu,hyperband,6.979813907830667e-06,128,0.9070297504798465,"(12, 12)",constant,0.00697981390783066,0.968968968968969,inf,True,0.15685685685685685,42,sgd
relu,hyperband,3.0442722120642998e-06,32,0.8983925143953935,"(24,)",constant,0.0063066655405674054,0.8368368368368369,inf,True,0.6485485485485486,42,sgd
relu,hyperband,0.00012136237983442405,64,0.9112284069097889,"(12, 12)",constant,0.0062776601058065,0.45845845845845845,inf,True,0.4411411411411411,42,sgd
relu,hyperband,2.782559402207126e-06,32,0.9019913627639156,"(12, 12)",constant,0.0031296480106707504,0.9009009009009009,inf,True,0.1976976976976977,42,sgd
relu,hyperband,7.742636826811278e-05,64,0.9121880998080614,"(12, 12)",constant,0.006727099135712337,0.46446446446446443,inf,True,0.3450450450450451,42,sgd
relu,hyperband,8.588828559546258e-06,64,0.9179462571976967,"(12, 12)",constant,0.004203621683844714,0.8218218218218218,inf,True,0.7934934934934935,42,sgd
relu,hyperband,0.0006335804992658248,64,0.9136276391554703,"(12, 12)",constant,0.007208715033782135,0.7787787787787788,inf,True,0.7318318318318319,42,sgd
relu,hyperband,4.577840538376616e-05,64,0.8917946257197696,"(12, 6, 3, 3)",constant,0.0018504070195423021,0.970970970970971,inf,True,0.38988988988988993,42,sgd
relu,hyperband,1.86324631193156e-05,32,0.9103886756238004,"(12, 12)",constant,0.004381689931514195,0.4124124124124124,inf,True,0.3506506506506507,42,sgd
relu,hyperband,0.00022612800663372772,32,0.9031909788867563,"(12, 12)",constant,0.004483855948021191,0.9069069069069069,inf,True,0.6149149149149149,42,sgd
relu,hyperband,1.3095350204826676e-05,256,0.9070297504798465,"(24,)",constant,0.009288978720164497,0.995995995995996,inf,True,0.47957957957957964,42,sgd
relu,hyperband,0.0006468607661546328,128,0.9025911708253359,"(12, 12)",constant,0.005391774640387505,0.9579579579579579,inf,True,0.25535535535535536,42,sgd
relu,hyperband,0.00013369837418249466,32,0.9049904030710173,"(12, 12)",constant,0.003977403024058037,0.6616616616616616,inf,True,0.15605605605605605,42,sgd
relu,hyperband,0.0002324697059985648,128,0.9180662188099808,"(12, 12)",constant,0.006820776732865685,0.970970970970971,inf,True,0.6173173173173173,42,sgd
relu,hyperband,4.939621743878326e-05,64,0.902831094049904,"(24,)",constant,0.008431909292866252,0.7857857857857857,inf,True,0.4547547547547548,42,sgd
relu,hyperband,0.00020812215699863394,64,0.9060700575815739,"(12, 12)",constant,0.005831305113526219,0.9379379379379379,inf,True,0.8535535535535536,42,sgd
relu,hyperband,9.9310918137498e-06,32,0.9025911708253359,"(24,)",constant,0.003528154115380883,0.8618618618618619,inf,True,0.12722722722722724,42,sgd
relu,hyperband,4.422273980505897e-05,128,0.9071497120921305,"(24,)",constant,0.0029071233772725753,0.9679679679679679,inf,True,0.20810810810810812,42,sgd
relu,hyperband,1.3936192742241435e-06,64,0.9082293666026872,"(12, 12)",constant,0.005594325706169377,0.8078078078078078,inf,True,0.5820820820820821,42,sgd
relu,hyperband,5.441714286865888e-05,32,0.9071497120921305,"(12, 12)",constant,0.009288978720164497,0.32432432432432434,inf,True,0.4371371371371372,42,sgd
relu,hyperband,3.284857366030047e-06,32,0.9037907869481766,"(12, 12)",constant,0.003763358362286533,0.7727727727727728,inf,True,0.7262262262262262,42,sgd
relu,hyperband,8.952657125996401e-05,64,0.911468330134357,"(12, 12)",constant,0.00790492762269642,0.8308308308308309,inf,True,0.9,42,sgd
relu,hyperband,0.0002706652070033241,64,0.9059500959692899,"(12, 12)",constant,0.007653919388230148,0.8588588588588588,inf,True,0.6293293293293293,42,sgd
relu,hyperband,0.00012390621569479155,32,0.9143474088291746,"(12, 12)",constant,0.00390473523688556,0.92992992992993,inf,True,0.3498498498498499,42,sgd
relu,hyperband,5.4794723369002926e-05,64,0.9035508637236085,"(12, 12)",constant,0.0009056428379445294,0.978978978978979,inf,True,0.8647647647647648,42,sgd
relu,hyperband,8.588828559546258e-06,64,0.9112284069097889,"(12, 12)",constant,0.0034004119327037063,0.9309309309309309,inf,True,0.14724724724724725,42,sgd
relu,hyperband,3.7720424934169935e-05,128,0.9059500959692899,"(12, 12)",constant,0.0061064075422320365,0.978978978978979,inf,True,0.33463463463463466,42,sgd
relu,hyperband,1.0139254075588143e-05,32,0.909668905950096,"(12, 12)",constant,0.003995780301895269,0.8108108108108109,inf,True,0.37387387387387394,42,sgd
relu,hyperband,0.000161141427725302,32,0.9135076775431862,"(12, 12)",constant,0.00790492762269642,0.5605605605605606,inf,True,0.6677677677677678,42,sgd
relu,hyperband,6.789406812696112e-06,32,0.9101487523992322,"(12, 12)",constant,0.006365079081295571,0.6236236236236237,inf,True,0.15205205205205205,42,sgd
relu,hyperband,6.789406812696112e-06,32,0.9107485604606526,"(12, 12)",constant,0.009727203192450537,0.8288288288288288,inf,True,0.23533533533533535,42,sgd
relu,hyperband,3.986581073580439e-06,32,0.9095489443378119,"(12, 12)",constant,0.009682466119303124,0.8958958958958959,inf,True,0.12642642642642643,42,sgd
relu,hyperband,1.1805165285688055e-06,32,0.9089491362763915,"(12, 12)",constant,0.0009098272894455558,0.91991991991992,inf,True,0.5668668668668669,42,sgd
relu,hyperband,1.8891927762076644e-06,256,0.9165067178502879,"(12, 12)",constant,0.005101615314749833,0.978978978978979,inf,True,0.13283283283283284,42,sgd
relu,hyperband,0.00029817722900196735,32,0.901031669865643,"(24,)",constant,0.004032789982193705,0.938938938938939,inf,True,0.2097097097097097,42,sgd
relu,hyperband,9.014776314524917e-06,32,0.9107485604606526,"(12, 12)",invscaling,0.006220048825634711,0.970970970970971,inf,True,0.12082082082082082,42,sgd
relu,hyperband,2.024446509976802e-06,32,0.9025911708253359,"(6, 6, 6, 6)",constant,0.0038689007393279753,0.975975975975976,inf,True,0.6741741741741741,42,sgd
relu,hyperband,2.3570694139967276e-05,256,0.9124280230326296,"(12, 12)",constant,0.007109709432312438,0.94994994994995,inf,True,0.4555555555555556,42,sgd
relu,hyperband,1.928791508020778e-05,64,0.9107485604606526,"(12, 12)",constant,0.0034796979038876916,0.9379379379379379,inf,True,0.8111111111111111,42,sgd
relu,hyperband,7.85045620020451e-06,64,0.9101487523992322,"(6, 6, 6, 6)",constant,0.001114415251466788,0.9829829829829829,inf,True,0.8175175175175176,42,sgd
relu,hyperband,2.782559402207126e-05,64,0.9090690978886756,"(12, 12)",invscaling,0.006543586018883229,0.970970970970971,inf,True,0.16726726726726726,42,sgd
relu,hyperband,1.2476595526308685e-05,64,0.9125479846449136,"(12, 12)",constant,0.009772146969725724,0.5215215215215215,inf,True,0.8927927927927928,42,sgd
relu,hyperband,4.242556430717777e-06,128,0.9011516314779271,"(12, 12)",constant,0.009331897715733239,0.978978978978979,inf,True,0.6373373373373373,42,sgd
relu,hyperband,5.008407989848212e-06,32,0.9121880998080614,"(12, 12)",constant,0.0063066655405674054,0.7467467467467468,inf,True,0.6557557557557557,42,sgd
relu,hyperband,2.4569164629827902e-06,128,0.904510556621881,"(12, 12)",constant,0.006915758828738525,0.8898898898898899,inf,True,0.7350350350350351,42,sgd
relu,hyperband,5.479472336900293e-06,128,0.9019913627639156,"(6, 6, 6, 6)",constant,0.0051726573872160194,0.980980980980981,inf,True,0.28418418418418423,42,sgd
relu,hyperband,1.7875255259042354e-06,64,0.9025911708253359,"(12, 12)",constant,0.0038157646612712484,0.98998998998999,inf,True,0.6525525525525525,42,sgd
relu,hyperband,5.912508413831881e-05,256,0.9118282149712092,"(12, 12)",constant,0.009549485639791966,0.97997997997998,inf,True,0.703003003003003,42,sgd
relu,hyperband,0.00013005112521734084,128,0.9055902111324377,"(6, 6, 6, 6)",constant,0.002520004993764092,0.9779779779779779,inf,True,0.4563563563563564,42,sgd
relu,passive,4.070142453219439e-06,64,0.8722408829174664,"(12, 12)",constant,0.002520004993764092,0.46546546546546547,inf,True,0.16486486486486487,42,sgd
relu,passive,0.00012650337203959038,64,0.8933541266794626,"(6, 6, 6, 6)",constant,0.008354528058382871,0.8378378378378378,inf,True,0.8543543543543544,42,sgd
relu,passive,2.5966559729348724e-06,256,0.8898752399232246,"(12, 6, 3, 3)",constant,0.0008529644499741026,0.990990990990991,inf,True,0.11601601601601602,42,sgd
relu,passive,5.220567527846975e-05,128,0.7236084452975048,"(4, 4, 4, 4, 4, 4)",constant,0.004301635758106795,0.6046046046046046,inf,True,0.6157157157157157,42,sgd
relu,passive,8.890965989529168e-05,32,0.8778790786948176,"(24,)",constant,0.002920555512182745,0.6926926926926927,inf,True,0.7958958958958959,42,sgd
relu,passive,5.4794723369002926e-05,64,0.7675143953934741,"(4, 4, 4, 4, 4, 4)",constant,0.0030866649433372744,0.5495495495495496,inf,True,0.30420420420420424,42,sgd
relu,passive,1.30051125217341e-06,128,0.9030710172744721,"(12, 6, 3, 3)",constant,0.0006650018030431119,0.985985985985986,inf,True,0.590890890890891,42,sgd
relu,passive,7.028244264308353e-05,32,0.8947936660268714,"(12, 6, 3, 3)",constant,0.005125186927053333,0.6206206206206206,inf,True,0.8423423423423424,42,sgd
relu,passive,9.9310918137498e-05,32,0.8850767754318618,"(24,)",constant,0.0020668802496290823,0.8018018018018018,inf,True,0.39789789789789787,42,sgd
relu,passive,7.077010661181889e-05,256,0.9090690978886756,"(24,)",constant,0.007832382599179196,0.988988988988989,inf,True,0.8671671671671671,42,sgd
relu,passive,0.00018249932448161524,128,0.6202015355086372,"(6, 6, 6, 6)",constant,0.004070142453219439,0.13013013013013014,inf,True,0.39629629629629637,42,sgd
relu,passive,4.391800892596086e-06,128,0.9125479846449136,"(12, 12)",constant,0.00243998629725955,0.965965965965966,inf,True,0.6797797797797798,42,sgd
relu,passive,1.042360673976401e-06,128,0.7721928982725528,"(24,)",constant,0.0075836779149971905,0.44844844844844844,inf,True,0.7926926926926927,42,sgd
relu,passive,2.5609931002584567e-05,32,0.9095489443378119,"(12, 12)",constant,0.006220048825634711,0.46446446446446443,inf,True,0.5772772772772773,42,sgd
relu,passive,8.296958520834916e-05,64,0.9112284069097889,"(12, 12)",constant,0.008015006961565405,0.4114114114114114,inf,True,0.17527527527527528,42,sgd
relu,passive,0.0002821307675939471,128,0.869721689059501,"(4, 4, 4, 4, 4, 4)",constant,0.00546685729972018,0.6266266266266266,inf,True,0.6717717717717718,42,sgd
relu,passive,0.000952750047242729,32,0.8980326295585412,"(24,)",constant,0.008748668120479914,0.35535535535535534,inf,True,0.13683683683683684,42,sgd
relu,passive,7.275483529196233e-06,64,0.9024712092130518,"(6, 6, 6, 6)",constant,0.007309099328602911,0.8348348348348348,inf,True,0.1904904904904905,42,sgd
relu,passive,1.7030650292528427e-06,256,0.8680422264875239,"(4, 4, 4, 4, 4, 4)",constant,0.005148867450137497,0.8838838838838838,inf,True,0.21451451451451453,42,sgd
relu,passive,2.308677994187167e-06,512,0.9059500959692899,"(12, 12)",constant,0.006162966255132942,0.914914914914915,inf,True,0.7166166166166166,42,sgd
relu,passive,0.00027254325312810277,128,0.9004318618042226,"(24,)",constant,0.005441714286865887,0.958958958958959,inf,True,0.4875875875875876,42,sgd
relu,passive,7.583677914997191e-06,64,0.8833973128598849,"(12, 6, 3, 3)",constant,0.008708431497690725,0.36736736736736736,inf,True,0.17447447447447448,42,sgd
relu,passive,4.213321743847289e-06,64,0.8933541266794626,"(6, 6, 6, 6)",constant,0.0033076497807442424,0.8658658658658659,inf,True,0.3290290290290291,42,sgd
relu,passive,1.9023011886689458e-06,128,0.8827975047984645,"(4, 4, 4, 4, 4, 4)",constant,0.008668379930019773,0.8778778778778779,inf,True,0.34344344344344346,42,sgd
relu,passive,1.8632463119315598e-06,64,0.7807101727447217,"(12, 12)",constant,0.002105345242766704,0.3963963963963964,inf,True,0.6109109109109109,42,sgd
relu,passive,0.00011969557023590428,64,0.888915547024952,"(12, 6, 3, 3)",constant,0.005594325706169377,0.7937937937937938,inf,True,0.5324324324324324,42,sgd
relu,passive,0.00010423606739764012,64,0.8992322456813819,"(12, 12)",constant,0.0047827720177274855,0.35235235235235235,inf,True,0.4355355355355356,42,sgd
relu,passive,2.860595535175739e-05,256,0.5893714011516314,"(4, 4, 4, 4, 4, 4)",constant,0.00937501501514529,0.8798798798798799,inf,True,0.5244244244244245,42,sgd
relu,passive,8.354528058382871e-05,64,0.8200575815738963,"(4, 4, 4, 4, 4, 4)",constant,0.0021945290862033138,0.95995995995996,inf,True,0.2617617617617618,42,sgd
relu,passive,1.9966424501097934e-06,32,0.861084452975048,"(4, 4, 4, 4, 4, 4)",invscaling,0.004242556430717777,0.948948948948949,inf,True,0.104004004004004,42,sgd
relu,passive,0.00013462605792989097,128,0.9075095969289827,"(12, 12)",constant,0.0061064075422320365,0.8448448448448448,inf,True,0.1912912912912913,42,sgd
relu,passive,1.1169868184678225e-06,512,0.8548464491362764,"(24,)",constant,0.005568596444286409,0.9279279279279279,inf,True,0.48038038038038045,42,sgd
relu,passive,2.9612254379880313e-05,32,0.9123080614203455,"(12, 12)",constant,0.00390473523688556,0.3973973973973974,inf,True,0.2585585585585586,42,sgd
relu,passive,0.0004973895958790063,32,0.8904750479846449,"(24,)",constant,0.0007814350607844542,0.943943943943944,inf,True,0.6221221221221221,42,sgd
relu,passive,2.095662399480431e-06,64,0.904390595009597,"(12, 12)",constant,0.005858248200152536,0.3843843843843844,inf,True,0.44834834834834836,42,sgd
relu,passive,0.0003824569722466999,32,0.9037907869481766,"(12, 12)",constant,0.00937501501514529,0.7987987987987988,inf,True,0.2865865865865866,42,sgd
relu,passive,1.4426439512181589e-06,32,0.9059500959692899,"(12, 12)",constant,0.004939621743878321,0.06306306306306306,inf,True,0.3634634634634635,42,sgd
relu,passive,1.2563166024741215e-05,32,0.8964731285988484,"(12, 6, 3, 3)",constant,0.0017508270317357234,0.960960960960961,inf,True,0.24094094094094096,42,sgd
relu,passive,0.000939664831495469,128,0.8453694817658349,"(6, 6, 6, 6)",constant,0.006453715401646702,0.46846846846846846,inf,True,0.3890890890890891,42,sgd
relu,passive,0.00019287915080207777,64,0.8907149712092131,"(6, 6, 6, 6)",constant,0.002614673211801092,0.9129129129129129,inf,True,0.6781781781781782,42,sgd
relu,passive,1.0495932305582267e-05,32,0.9030710172744721,"(24,)",constant,0.004014242490499322,0.975975975975976,inf,True,0.2961961961961962,42,sgd
relu,passive,6.883952069645496e-06,128,0.9089491362763915,"(12, 12)",constant,0.003763358362286533,0.9129129129129129,inf,True,0.1024024024024024,42,sgd
relu,passive,3.28485736603004e-05,128,0.8867562380038387,"(6, 6, 6, 6)",constant,0.005148867450137497,0.993993993993994,inf,True,0.17047047047047048,42,sgd
relu,passive,1.3650078065460137e-06,64,0.9042706333973128,"(12, 12)",constant,0.00032848573660300434,0.998998998998999,inf,True,0.8527527527527528,42,sgd
relu,passive,1.042360673976401e-06,32,0.8733205374280231,"(6, 6, 6, 6)",constant,0.001992045708453871,0.48348348348348347,inf,True,0.2777777777777778,42,sgd
relu,passive,0.0006650018030431119,256,0.9095489443378119,"(12, 12)",constant,0.0031441083031472647,0.9319319319319319,inf,True,0.17767767767767767,42,sgd
relu,passive,0.0001,64,0.8799184261036468,"(6, 6, 6, 6)",constant,0.007978144572076629,0.5545545545545546,inf,True,0.3490490490490491,42,sgd
relu,passive,0.0007175560918936928,64,0.8655230326295585,"(6, 6, 6, 6)",constant,0.0039591102664684585,0.3883883883883884,inf,True,0.6597597597597598,42,sgd
relu,passive,0.00011969557023590428,32,0.9013915547024952,"(24,)",constant,0.001069126339173476,0.992992992992993,inf,True,0.8695695695695695,42,sgd
relu,passive,1.4327029534098294e-06,64,0.9169865642994242,"(12, 12)",constant,0.003798215306190736,0.8878878878878879,inf,True,0.5508508508508508,42,sgd
relu,passive,0.0003353710152002929,32,0.9007917466410749,"(6, 6, 6, 6)",constant,0.008549327066268384,0.45845845845845845,inf,True,0.5268268268268268,42,sgd
relu,passive,1.4228304572143519e-05,128,0.9118282149712092,"(12, 12)",constant,0.005492116483887789,0.9519519519519519,inf,True,0.48038038038038045,42,sgd
relu,passive,1.3744790926775367e-06,64,0.9054702495201535,"(12, 12)",constant,0.002086024089248505,0.8708708708708709,inf,True,0.4691691691691692,42,sgd
relu,passive,0.0008890965989529158,32,0.9071497120921305,"(12, 12)",constant,0.0002834343306151309,0.978978978978979,inf,True,0.5228228228228229,42,sgd
relu,passive,2.782559402207126e-06,32,0.9016314779270633,"(12, 12)",constant,0.0031296480106707504,0.9009009009009009,inf,True,0.1976976976976977,42,sgd
relu,passive,0.0005594325706169377,512,0.9036708253358925,"(12, 12)",constant,0.0023086779941871674,0.9579579579579579,inf,True,0.7150150150150151,42,sgd
relu,passive,5.329994080844093e-05,64,0.9031909788867563,"(4, 4, 4, 4, 4, 4)",constant,0.00675818116816111,0.9629629629629629,inf,True,0.14644644644644644,42,sgd
relu,passive,0.00012305240043592616,64,0.8969529750479847,"(12, 12)",constant,0.002105345242766704,0.6586586586586587,inf,True,0.8351351351351352,42,sgd
relu,passive,2.5787628875938035e-06,32,0.9095489443378119,"(12, 12)",constant,0.008393129498166365,0.6266266266266266,inf,True,0.87997997997998,42,sgd
relu,passive,0.0002614673211801092,128,0.9102687140115163,"(12, 12)",constant,0.007618717702322999,0.8568568568568569,inf,True,0.5276276276276276,42,sgd
relu,passive,3.6946012051993024e-06,64,0.8613243761996161,"(6, 6, 6, 6)",constant,0.0030163343472591974,0.36936936936936937,inf,True,0.12242242242242243,42,sgd
relu,passive,0.00021248453524988828,128,0.8283349328214972,"(12, 6, 3, 3)",constant,0.007479522515621821,0.13913913913913914,inf,True,0.23293293293293293,42,sgd
relu,passive,0.00013840160965731315,32,0.8585652591170825,"(6, 6, 6, 6)",constant,0.0029071233772725753,0.21021021021021022,inf,True,0.37547547547547544,42,sgd
relu,passive,6.036438506075864e-06,64,0.8657629558541267,"(24,)",constant,0.0071755609189369214,0.4084084084084084,inf,True,0.8647647647647648,42,sgd
relu,passive,4.1842885079015846e-05,256,0.9127879078694817,"(12, 6, 3, 3)",constant,0.0034796979038876916,0.980980980980981,inf,True,0.7486486486486487,42,sgd
relu,passive,5.555776222398878e-06,32,0.8666026871401151,"(6, 6, 6, 6)",constant,0.0007707027114212304,0.7947947947947948,inf,True,0.10640640640640642,42,sgd
relu,passive,1.2563166024741215e-05,32,0.8875959692898272,"(24,)",constant,0.0009885417021919573,0.9209209209209209,inf,True,0.49639639639639643,42,sgd
relu,passive,0.00020526377527092522,128,0.8963531669865643,"(12, 6, 3, 3)",constant,0.009637934799615786,0.5875875875875876,inf,True,0.40990990990990994,42,sgd
relu,passive,0.0004213321743847289,32,0.8898752399232246,"(12, 6, 3, 3)",constant,0.005416686911033152,0.31931931931931934,inf,True,0.12402402402402403,42,sgd
relu,passive,1.2650337203959037e-06,32,0.8919145873320538,"(24,)",constant,0.008628512566366887,0.5285285285285285,inf,True,0.6701701701701702,42,sgd
relu,passive,1.7508270317357232e-05,32,0.8935940499040307,"(12, 6, 3, 3)",constant,0.009908228099003798,0.15915915915915915,inf,True,0.16966966966966968,42,sgd
relu,passive,2.2456979955397764e-06,128,0.894073896353167,"(6, 6, 6, 6)",constant,0.009593608287093146,0.96996996996997,inf,True,0.4931931931931932,42,sgd
